@relation RELINK-zxing1.6 

@attribute CountLineCode numeric
@attribute AvgCyclomatic numeric
@attribute AvgCyclomaticModified numeric
@attribute AvgCyclomaticStrict numeric
@attribute AvgEssential numeric
@attribute AvgLine numeric
@attribute AvgLineBlank numeric
@attribute AvgLineCode numeric
@attribute AvgLineComment numeric
@attribute CountClassBase numeric
@attribute CountClassCoupled numeric
@attribute CountClassDerived numeric
@attribute CountDeclClassMethod numeric
@attribute CountDeclClassVariable numeric
@attribute CountDeclInstanceMethod numeric
@attribute CountDeclInstanceVariable numeric
@attribute CountDeclMethod numeric
@attribute CountDeclMethodAll numeric
@attribute CountDeclMethodPrivate numeric
@attribute CountDeclMethodProtected numeric
@attribute CountDeclMethodPublic numeric
@attribute CountLine numeric
@attribute CountLineBlank numeric
@attribute CountLineCodeDecl numeric
@attribute CountLineCodeExe numeric
@attribute CountLineComment numeric
@attribute CountSemicolon numeric
@attribute CountStmt numeric
@attribute CountStmtDecl numeric
@attribute CountStmtExe numeric
@attribute MaxCyclomatic numeric
@attribute MaxCyclomaticModified numeric
@attribute MaxCyclomaticStrict numeric
@attribute MaxInheritanceTree numeric
@attribute PercentLackOfCohesion numeric
@attribute RatioCommentToCode numeric
@attribute SumCyclomatic numeric
@attribute SumCyclomaticModified numeric
@attribute SumCyclomaticStrict numeric
@attribute SumEssential numeric
@attribute bug {0,1}


@data
33,1,1,1,1,6,1,5,0,1,0,0,0,1,6,0,6,7,0,0,6,46,13,20,6,0,19,26,20,6,1,1,1,3,0,0,6,6,6,6,0
5,1,1,1,1,3,0,3,0,2,0,0,0,0,1,0,1,1,0,0,1,5,0,2,1,0,1,2,1,1,1,1,1,2,0,0,1,1,1,1,0
4,1,1,1,1,3,0,3,0,2,0,0,0,0,1,0,1,1,0,0,1,5,1,2,1,0,1,2,1,1,1,1,1,2,0,0,1,1,1,1,0
9,1,1,1,1,3,0,3,0,2,2,0,0,0,2,1,2,2,0,0,1,13,4,4,2,0,3,5,3,2,1,1,1,1,0,0,2,2,2,2,0
93,2,2,2,1,11,1,10,0,1,0,0,0,0,8,4,8,17,0,0,8,118,18,45,31,9,51,63,33,30,5,5,8,2,46,0.1,16,16,20,8,1
24,1,1,1,1,4,0,4,0,1,0,0,0,0,4,3,4,4,0,0,4,28,4,8,11,0,13,16,6,10,1,1,1,1,0,0,4,4,4,4,0
64,3,3,3,2,11,0,11,0,1,2,0,1,2,3,1,4,4,1,2,0,73,9,27,21,0,22,41,20,21,6,6,6,2,58,0,13,13,13,9,0
23,1,1,2,1,11,0,9,2,2,3,0,0,0,2,2,2,2,0,0,1,29,3,14,5,5,13,16,11,5,2,2,3,1,0,0.22,3,3,4,2,1
87,1,1,1,1,7,0,5,0,2,0,0,1,2,12,1,13,13,1,0,12,138,24,33,36,27,36,53,24,29,1,1,1,1,71,0.31,13,13,13,13,0
14,1,1,1,1,3,0,3,0,1,0,0,0,0,3,2,3,3,0,0,2,25,5,6,4,6,6,9,5,4,1,1,1,1,33,0.43,3,3,3,3,0
49,1,1,1,1,4,0,4,0,1,0,0,4,4,1,0,5,5,2,0,3,70,8,15,24,13,28,35,11,24,3,3,3,1,80,0.27,7,7,7,7,1
120,4,4,5,2,27,1,23,2,1,3,0,0,0,5,1,5,5,3,0,2,154,13,49,47,22,79,97,51,46,6,6,7,1,0,0.18,23,23,25,13,1
32,7,7,8,4,32,0,31,1,1,3,0,1,0,0,0,1,16,0,0,1,34,1,8,17,1,16,24,8,16,7,7,8,2,0,0.03,7,7,8,4,0
243,1,1,1,1,41,0,40,1,1,2,0,1,0,5,0,6,6,1,0,5,257,5,86,119,11,141,149,31,118,4,4,4,2,0,0.05,9,9,9,9,0
66,2,2,2,1,15,0,14,0,1,8,0,0,2,4,3,4,4,2,0,1,79,9,22,32,4,42,51,22,29,5,5,5,2,60,0.06,11,11,11,4,0
9,1,1,1,1,2,0,2,0,2,0,0,0,0,4,0,4,4,0,0,4,13,4,5,0,0,0,5,5,0,1,1,1,1,0,0,4,4,4,4,1
40,1,1,1,1,4,0,4,0,1,0,0,1,3,7,2,8,8,1,0,6,70,12,16,13,18,18,28,15,13,2,2,2,1,75,0.45,9,9,9,8,0
28,3,3,5,3,16,1,13,1,1,4,0,1,0,1,0,2,17,1,0,1,37,5,8,13,4,13,19,8,11,6,6,10,2,0,0.14,7,7,11,6,0
48,4,4,6,4,15,0,15,0,1,2,0,3,1,0,0,3,20,1,0,1,58,4,13,22,6,23,35,14,21,6,6,12,3,66,0.13,13,13,20,13,0
7,1,1,1,1,5,0,5,0,1,2,0,0,0,1,0,1,11,0,0,1,9,2,2,3,0,3,4,1,3,1,1,1,3,0,0,1,1,1,1,0
28,1,1,1,1,8,0,8,0,1,1,0,2,1,1,0,3,3,2,0,0,38,5,8,14,5,15,20,7,13,3,3,3,1,66,0.18,5,5,5,3,0
15,1,1,2,1,6,0,6,0,2,2,0,0,0,2,1,2,2,0,0,1,19,4,6,5,1,7,10,5,5,2,2,3,1,0,0.07,3,3,4,2,0
29,1,1,1,1,9,0,9,0,1,1,0,1,1,2,0,3,3,1,0,2,33,4,11,15,0,19,23,8,15,1,1,1,2,66,0,3,3,3,3,0
7,1,1,1,1,5,0,5,0,1,2,0,0,0,1,0,1,11,0,0,1,9,2,2,3,0,3,4,1,3,1,1,1,3,0,0,1,1,1,1,0
36,1,1,1,1,11,2,8,0,1,2,0,2,0,2,0,4,4,2,0,2,50,14,10,21,0,26,31,10,21,1,1,1,2,0,0,4,4,4,4,0
26,1,1,1,1,5,0,5,0,1,1,0,3,2,1,0,4,4,1,0,3,46,6,14,6,14,15,19,13,6,3,3,3,1,75,0.54,6,6,6,4,1
6,1,1,1,1,5,0,5,0,1,2,0,0,0,1,0,1,11,0,0,1,7,1,2,3,0,3,4,1,3,1,1,1,3,0,0,1,1,1,1,0
4,1,1,1,1,3,0,3,0,1,0,0,0,0,1,0,1,5,0,0,0,4,0,1,1,0,1,3,2,1,1,1,1,2,0,0,1,1,1,1,0
38,1,1,1,1,19,1,15,2,1,1,0,0,0,2,4,2,2,0,0,2,50,7,12,23,5,31,33,10,23,1,1,1,2,0,0.13,2,2,2,2,0
9,1,1,1,1,7,0,7,0,1,0,0,0,0,1,0,1,15,0,0,1,11,2,2,5,0,5,6,1,5,1,1,1,4,0,0,1,1,1,1,1
55,2,2,2,1,13,1,11,0,1,2,0,0,2,2,5,2,2,1,0,1,65,10,20,26,0,31,41,17,24,3,3,3,2,57,0,4,4,4,2,0
208,5,5,5,5,23,4,19,0,1,1,0,3,5,1,0,4,4,3,0,0,251,35,145,39,8,42,61,23,38,17,17,17,1,75,0.04,23,23,23,22,0
392,5,5,7,3,30,1,25,3,1,10,1,2,4,12,5,14,14,7,4,2,548,45,94,212,120,218,290,95,195,15,15,26,1,82,0.31,78,78,110,46,1
180,5,5,5,3,25,0,21,4,1,8,0,7,1,1,0,8,8,7,0,0,225,11,50,95,35,78,118,33,85,13,13,14,1,87,0.19,43,43,45,31,1
85,2,2,2,2,8,0,8,0,1,1,0,1,0,8,6,9,15,1,0,8,113,11,23,41,17,41,59,19,40,10,10,13,2,66,0.2,20,20,23,18,0
78,1,1,1,1,5,0,5,0,1,1,0,0,0,12,10,12,18,0,0,12,101,14,33,32,9,43,55,23,32,1,1,1,2,75,0.12,12,12,12,12,1
141,2,2,3,2,16,0,15,0,1,6,0,1,3,5,4,6,6,2,1,3,163,16,45,74,8,82,103,39,64,7,7,8,2,85,0.06,16,16,23,12,0
398,9,7,12,1,46,1,39,6,1,2,0,8,24,1,0,9,9,8,0,0,603,37,100,230,169,211,271,87,184,32,28,32,1,81,0.42,83,71,108,13,1
11,1,1,1,1,5,0,5,0,1,6,0,1,0,1,0,2,2,1,0,1,13,2,6,3,0,6,9,6,3,1,1,1,2,0,0,2,2,2,2,1
9,1,1,1,1,8,0,7,1,1,2,0,0,0,1,0,1,11,0,0,1,12,2,2,5,1,5,6,1,5,1,1,1,3,0,0.11,1,1,1,1,1
15,1,1,1,1,7,0,6,1,1,1,0,0,0,2,0,2,2,0,0,2,18,1,4,7,2,5,9,3,6,2,2,2,2,0,0.13,3,3,3,2,0
50,3,3,3,1,17,1,15,0,1,1,0,0,0,3,1,3,12,0,0,3,61,9,23,17,2,31,37,21,16,4,4,6,2,0,0.04,9,9,11,3,0
214,2,2,3,1,15,0,13,0,1,6,0,0,4,14,7,14,14,9,2,2,269,29,46,132,26,127,167,42,125,6,6,9,2,78,0.12,37,37,44,26,0
168,2,2,2,1,17,0,16,0,1,7,0,2,7,7,1,9,9,1,0,4,201,15,60,79,21,83,109,48,61,5,5,6,1,81,0.13,23,23,25,11,1
128,1,1,1,1,17,0,15,2,1,1,0,1,0,7,0,8,8,1,0,7,153,12,23,84,18,98,108,24,84,3,3,3,2,0,0.14,10,10,10,8,0
127,4,4,4,1,24,1,20,2,1,4,1,1,3,5,2,6,11,2,0,4,163,19,48,51,17,89,106,57,49,10,10,10,2,66,0.13,27,27,29,6,0
41,1,1,1,1,5,0,5,0,1,2,0,0,1,6,0,6,45,0,0,6,48,6,19,14,1,15,22,10,12,3,2,3,2,66,0.02,8,7,8,6,1
13,1,1,2,1,5,0,5,0,1,0,0,0,0,2,1,2,11,0,0,0,20,3,5,5,4,6,9,4,5,2,2,4,2,0,0.31,3,3,5,2,0
24,2,2,4,2,7,0,7,0,1,0,0,2,1,1,0,3,3,1,0,0,39,4,7,10,11,9,16,6,10,4,4,6,1,66,0.46,7,7,12,6,0
5,1,1,1,1,4,0,4,0,1,0,0,0,0,1,0,1,5,0,0,0,5,0,2,1,0,2,4,3,1,1,1,1,2,0,0,1,1,1,1,0
5,1,1,1,1,4,0,4,0,1,0,0,0,0,1,0,1,5,0,0,0,5,0,2,1,0,2,4,3,1,1,1,1,2,0,0,1,1,1,1,0
237,1,1,1,1,23,0,21,1,1,5,0,0,0,11,0,11,11,0,0,11,269,11,164,56,23,71,85,33,52,2,2,2,2,0,0.1,12,12,12,11,0
181,6,6,6,4,32,4,25,3,1,3,0,2,2,5,3,7,7,5,0,2,282,40,45,94,61,98,133,50,83,28,28,33,1,71,0.34,42,42,47,32,0
38,2,2,2,1,14,2,12,0,1,4,0,1,0,2,0,3,3,2,0,1,47,9,16,15,0,20,27,14,13,5,5,5,2,0,0,7,7,7,3,0
101,4,4,4,2,20,0,19,0,2,6,0,1,1,4,1,5,5,2,0,3,114,9,32,46,4,52,70,30,40,15,15,16,1,70,0.04,22,22,23,10,1
18,1,1,1,1,3,0,3,0,1,1,0,0,0,4,3,4,4,0,0,0,32,5,8,6,9,9,13,7,6,1,1,1,1,50,0.5,4,4,4,4,0
8,1,1,1,1,2,0,2,0,1,0,0,0,4,1,0,1,1,1,0,0,24,4,6,0,12,4,5,5,0,1,1,1,1,100,1.5,1,1,1,1,0
43,1,1,1,1,5,0,4,0,2,2,0,0,0,8,3,8,8,0,0,8,55,11,13,18,1,19,30,12,18,2,2,2,1,70,0.02,11,11,11,8,1
39,1,1,1,1,5,0,5,0,2,3,0,0,0,7,2,7,7,1,0,6,51,11,11,18,2,19,28,10,18,2,2,2,1,57,0.05,9,9,9,7,1
87,1,1,1,1,7,0,6,0,2,2,0,2,0,10,6,12,12,6,0,6,105,16,26,42,2,49,71,26,45,4,4,4,1,81,0.02,21,21,21,14,0
31,1,1,1,1,10,1,7,1,1,6,0,1,0,3,0,4,4,1,0,3,49,8,11,16,10,19,24,8,16,1,1,1,2,0,0.32,4,4,4,4,0
51,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,54,3,43,5,7,12,14,9,5,0,0,0,1,0,0.14,0,0,0,0,1
10,1,1,1,1,3,0,3,0,2,0,0,0,0,2,1,2,2,1,0,1,10,0,5,2,0,4,6,4,2,1,1,1,1,0,0,2,2,2,2,0
79,3,2,3,1,19,0,16,1,1,6,0,0,1,4,3,4,4,1,0,2,96,10,21,48,7,45,54,14,40,8,3,8,2,25,0.09,13,8,13,4,1
175,4,3,4,1,21,1,19,1,1,5,0,1,9,5,5,6,6,3,1,2,211,24,63,83,19,96,125,48,77,13,12,15,2,80,0.11,26,23,28,6,1
4,1,1,1,1,3,0,3,0,1,0,0,0,0,1,0,1,5,0,0,0,4,0,1,1,0,1,3,2,1,1,1,1,2,0,0,1,1,1,1,0
94,5,5,6,2,19,0,17,1,2,0,0,1,5,4,0,5,5,1,0,4,110,9,26,41,8,37,62,26,36,9,9,10,1,80,0.09,27,27,30,13,1
4,1,1,1,1,3,0,3,0,1,0,0,0,0,1,0,1,5,0,0,0,4,0,1,1,0,1,3,2,1,1,1,1,2,0,0,1,1,1,1,0
4,1,1,1,1,3,0,3,0,1,0,0,0,0,1,0,1,5,0,0,0,4,0,1,1,0,1,3,2,1,1,1,1,2,0,0,1,1,1,1,0
28,1,1,1,1,4,0,4,0,1,1,0,0,0,6,2,6,6,0,0,4,34,6,10,10,0,14,19,9,10,2,2,2,1,33,0,7,7,7,6,0
48,3,3,4,1,15,0,14,0,1,0,0,0,0,3,2,3,12,0,0,3,67,7,21,17,12,30,36,19,17,5,5,8,2,33,0.25,9,9,12,3,0
30,3,3,4,2,15,1,13,0,1,6,0,0,1,2,0,2,17,0,0,2,37,6,9,13,1,16,21,10,11,6,6,7,2,50,0.03,7,7,8,4,0
26,1,1,1,1,3,0,3,0,1,0,0,0,1,6,3,6,6,0,0,6,48,9,11,8,14,12,17,9,8,1,1,1,1,54,0.54,6,6,6,6,0
4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,0,3,0,0,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0
47,1,1,1,1,6,0,6,2,1,6,0,2,0,5,0,7,7,2,0,5,54,7,15,25,17,30,38,15,23,1,1,1,2,0,0.36,7,7,7,7,1
5,1,1,1,1,4,0,4,0,1,2,0,0,0,1,0,1,11,0,0,1,6,1,2,2,0,2,3,1,2,1,1,1,3,0,0,1,1,1,1,0
41,1,1,1,1,5,0,5,0,2,3,0,0,0,7,2,7,7,1,0,6,50,9,12,18,0,19,29,11,18,2,2,2,1,57,0,10,10,10,7,1
49,2,2,2,1,10,0,9,0,1,0,0,1,0,4,1,5,14,1,0,4,65,10,17,20,6,28,36,17,19,4,4,5,2,40,0.12,11,11,14,5,0
56,3,3,3,1,18,0,18,0,1,2,0,3,0,0,0,3,20,2,0,1,65,6,18,27,3,26,36,19,17,6,6,6,3,0,0.05,10,10,11,3,1
8,1,1,1,1,8,0,7,1,1,2,0,0,0,1,0,1,11,0,0,1,10,1,2,5,1,5,6,1,5,1,1,1,3,0,0.13,1,1,1,1,0
21,2,2,4,2,11,0,10,1,1,2,0,1,0,1,0,2,17,1,0,1,25,2,7,9,2,9,14,6,8,4,4,7,2,0,0.1,5,5,8,4,0
16,2,2,3,2,7,0,7,0,1,2,0,1,0,1,0,2,2,1,0,1,18,2,7,5,0,7,11,6,5,3,3,5,1,0,0,4,4,6,4,0
29,1,1,1,1,7,0,7,0,2,1,0,0,1,3,4,3,3,0,0,1,35,6,12,11,0,15,20,10,10,3,3,3,1,40,0,5,5,5,3,0
272,5,5,6,2,24,0,22,2,1,2,0,11,0,1,0,12,27,10,0,1,316,24,61,153,33,133,190,63,127,23,23,31,2,0,0.12,65,62,83,26,1
41,5,5,5,1,22,3,19,0,1,3,0,1,0,1,0,2,2,1,0,0,49,8,12,17,0,25,32,15,17,10,10,10,1,0,0,11,11,11,2,0
108,2,2,2,1,9,0,8,1,1,1,0,3,3,5,2,8,8,2,0,2,145,13,55,36,25,33,48,21,27,7,7,8,1,72,0.23,16,16,18,11,1
33,1,1,1,1,4,0,4,0,1,2,0,0,1,5,0,5,44,0,0,5,38,5,15,11,0,10,16,7,9,3,2,3,2,60,0,7,6,7,5,1
47,2,2,2,1,10,0,9,0,2,0,0,0,11,3,3,3,3,1,1,1,56,9,23,16,0,29,38,22,16,5,5,6,2,78,0,7,7,8,3,1
146,2,2,2,1,16,1,15,0,3,2,0,0,2,8,3,8,8,1,2,5,171,23,30,94,2,87,110,24,86,6,6,7,2,75,0.01,21,21,23,11,0
162,5,5,7,4,28,1,25,3,1,5,0,1,0,5,9,6,6,4,0,0,240,16,47,81,68,90,120,42,78,13,13,20,1,62,0.42,33,33,44,26,0
47,1,1,1,1,6,0,6,0,1,2,0,0,1,6,0,6,45,0,0,6,54,6,21,17,1,21,28,13,15,3,2,3,2,66,0.02,9,8,9,6,1
19,1,1,1,1,3,0,3,0,1,1,0,0,0,4,3,4,4,0,0,4,25,6,8,6,0,9,13,7,6,1,1,1,1,50,0,4,4,4,4,0
53,3,3,3,1,12,0,11,0,1,2,0,0,1,4,3,4,4,2,0,1,60,7,17,25,0,25,39,16,23,8,8,9,2,31,0,13,13,15,4,0
30,2,2,2,1,11,0,11,0,1,3,0,0,1,2,4,2,2,0,0,1,34,4,13,13,0,19,22,11,11,3,3,3,2,9,0,4,4,4,2,0
44,1,1,1,1,5,0,4,0,1,1,0,1,6,6,4,7,7,1,0,0,60,14,23,13,4,27,35,22,13,2,2,2,1,84,0.09,8,8,8,7,0
56,1,1,1,1,8,0,8,0,1,1,0,0,0,6,5,6,6,0,0,6,74,8,18,27,10,34,43,17,26,4,4,4,1,56,0.18,10,10,10,6,0
31,1,1,1,1,4,0,4,0,1,1,0,0,0,6,4,6,12,0,0,5,38,7,12,13,0,18,24,11,13,1,1,1,2,54,0,6,6,6,6,0
21,1,1,1,1,3,0,3,0,1,1,0,0,0,5,2,5,11,0,0,3,28,7,8,7,0,9,13,6,7,1,1,1,2,50,0,5,5,5,5,0
28,1,1,2,1,8,0,7,1,1,1,0,0,0,3,2,3,3,0,2,0,35,5,10,12,3,13,19,8,11,2,2,3,2,33,0.11,5,5,6,3,1
183,1,1,1,1,11,0,10,0,1,0,0,0,2,7,15,7,7,3,0,4,208,25,77,79,1,105,133,58,75,4,4,4,2,84,0.01,12,12,12,7,0
45,1,1,1,1,5,0,5,0,1,2,0,0,1,6,0,6,45,1,0,5,53,8,19,18,1,16,23,9,14,5,2,5,2,66,0.02,10,7,10,6,1
297,7,7,9,1,31,1,29,1,1,3,0,0,0,10,3,10,10,0,0,0,420,26,46,187,97,169,232,49,183,11,11,29,1,66,0.33,70,70,90,10,0
10,1,1,1,1,8,0,8,0,1,1,0,0,0,1,0,1,1,0,0,1,12,2,3,5,0,6,8,3,5,1,1,1,2,0,0,1,1,1,1,0
447,5,5,6,3,32,3,27,0,1,11,0,4,14,10,3,14,28,9,0,2,532,74,154,216,20,245,317,122,195,24,24,24,3,94,0.04,83,83,91,48,0
6,1,1,1,1,5,0,5,0,1,2,0,0,0,1,0,1,11,0,0,1,7,1,2,3,0,3,4,1,3,1,1,1,3,0,0,1,1,1,1,1
20,1,1,1,1,9,0,9,0,1,6,0,1,0,1,0,2,2,1,0,1,22,2,10,8,0,11,14,6,8,1,1,1,2,0,0,2,2,2,2,1
30,2,2,2,1,6,0,5,0,1,1,0,5,0,0,0,5,5,1,0,4,37,5,7,12,2,8,19,7,12,3,3,6,1,0,0.07,10,10,13,7,0
4,1,1,1,1,3,0,3,0,1,0,0,0,0,1,0,1,5,0,0,0,4,0,1,1,0,1,3,2,1,1,1,1,2,0,0,1,1,1,1,0
301,5,5,5,2,21,0,20,0,1,14,0,4,3,10,5,14,14,7,0,5,332,20,74,162,11,167,234,78,156,21,21,23,1,76,0.04,71,71,82,29,1
44,3,3,3,1,13,0,13,0,1,2,0,0,0,3,2,3,3,1,0,2,49,5,15,19,0,28,35,16,19,4,4,4,1,16,0,9,9,9,5,0
23,2,2,2,2,11,0,11,0,1,3,0,1,0,1,0,2,17,1,0,1,26,3,10,8,0,11,16,9,7,4,4,4,2,0,0,5,5,5,5,0
69,3,3,4,2,11,0,11,0,1,3,0,3,5,1,0,4,4,2,0,0,77,7,16,38,1,36,51,14,37,9,9,9,1,70,0.01,14,14,16,11,0
4,1,1,1,1,3,0,3,0,1,0,0,0,0,1,0,1,5,0,0,0,4,0,1,1,0,1,3,2,1,1,1,1,2,0,0,1,1,1,1,0
14,1,1,1,1,6,0,6,0,1,6,0,1,0,1,0,2,2,1,0,1,16,2,6,6,0,9,12,6,6,1,1,1,2,0,0,2,2,2,2,1
33,1,1,1,1,3,0,3,0,1,0,0,1,5,5,3,6,6,1,0,5,62,12,15,10,17,17,24,14,10,2,2,3,1,83,0.52,7,7,8,6,0
18,1,1,1,1,3,0,3,0,1,1,0,0,0,4,2,4,4,2,0,0,22,4,7,6,0,8,11,5,6,1,1,1,1,25,0,4,4,4,4,0
10,1,1,1,1,3,0,3,0,2,0,0,0,0,2,1,2,2,1,0,1,10,0,5,2,0,4,6,4,2,1,1,1,1,0,0,2,2,2,2,0
81,1,1,1,1,7,0,7,0,1,3,0,0,0,10,0,10,10,2,0,8,93,12,17,41,0,29,49,27,22,3,3,3,2,0,0,13,13,13,10,0
9,1,1,1,1,7,0,7,0,1,0,0,0,0,1,0,1,15,0,0,1,11,2,2,5,0,5,6,1,5,1,1,1,4,0,0,1,1,1,1,1
176,2,2,2,1,11,0,10,0,1,0,0,2,6,11,16,13,13,4,0,9,270,23,55,85,72,98,136,52,84,7,7,7,1,84,0.41,32,32,36,15,0
6,1,1,1,1,5,0,5,0,1,2,0,0,0,1,0,1,11,0,0,1,7,1,2,3,0,3,4,1,3,1,1,1,3,0,0,1,1,1,1,0
57,3,3,5,1,21,1,18,1,1,2,0,2,0,1,0,3,18,2,0,1,67,7,19,28,3,32,42,18,24,6,6,11,2,0,0.05,10,10,15,5,1
14,1,1,1,1,3,0,3,0,1,0,0,0,1,3,1,3,5,0,0,0,20,6,6,4,1,6,9,5,4,1,1,1,2,33,0.07,3,3,3,3,0
157,2,2,3,1,12,0,10,1,1,6,0,2,7,10,11,12,12,1,0,11,278,24,44,79,99,79,113,42,71,7,7,7,1,82,0.63,34,33,38,18,1
489,3,2,3,1,18,0,16,1,3,21,0,1,17,25,20,26,26,10,3,12,604,57,139,278,60,293,368,124,244,9,9,12,2,91,0.12,78,71,90,32,1
70,1,1,1,1,8,0,7,0,1,0,2,3,0,6,2,9,9,1,0,8,103,17,23,34,16,42,55,22,33,4,4,6,1,33,0.23,13,13,16,9,0
39,1,1,1,1,5,0,5,0,1,0,0,1,16,3,1,4,4,1,0,3,78,23,23,9,16,25,31,22,9,3,3,4,1,92,0.41,6,6,7,6,1
72,1,1,2,1,8,0,8,0,1,1,0,0,0,8,4,8,14,0,0,8,81,9,18,39,0,42,55,17,38,8,8,9,2,40,0,15,15,16,8,0
63,2,2,2,1,8,0,7,1,1,1,0,2,0,6,2,8,14,3,0,5,89,9,18,30,20,32,47,18,29,5,5,6,2,56,0.32,16,16,19,11,0
8,1,1,1,1,2,0,2,0,1,0,0,0,4,1,0,1,1,1,0,0,30,4,6,0,18,4,5,5,0,1,1,1,1,100,2.25,1,1,1,1,0
13,1,1,1,1,3,0,3,0,1,1,0,0,0,3,1,3,9,0,0,2,18,5,5,4,0,5,8,4,4,1,1,1,2,0,0,3,3,3,3,0
26,1,1,1,1,4,0,4,0,1,1,0,0,0,5,3,5,11,0,0,5,31,5,10,11,0,15,20,9,11,1,1,1,2,40,0,5,5,5,5,0
45,2,2,2,1,14,0,13,1,1,9,0,0,1,3,2,3,3,1,0,1,63,7,16,22,11,25,31,14,17,3,3,3,2,44,0.24,7,6,7,3,0
24,1,1,1,1,2,0,2,0,1,0,0,0,2,1,0,1,1,1,0,0,71,9,20,0,38,8,10,10,0,1,1,1,1,100,1.58,1,1,1,1,0
10,1,1,1,1,2,0,2,0,1,0,0,0,6,1,0,1,1,1,0,0,50,6,8,0,34,6,7,7,0,1,1,1,1,100,3.4,1,1,1,1,0
15,1,1,1,1,2,0,2,0,1,0,0,0,11,1,0,1,1,1,0,0,75,11,13,0,49,11,12,12,0,1,1,1,1,100,3.27,1,1,1,1,0
23,1,1,1,1,3,0,3,0,1,0,0,0,14,2,1,2,2,1,0,1,29,5,18,2,1,17,19,17,2,1,1,1,1,93,0.04,2,2,2,2,0
88,2,2,2,1,17,1,14,1,1,2,0,0,3,5,10,5,5,0,0,5,116,15,27,49,13,61,74,27,47,7,7,7,2,63,0.15,11,11,11,5,1
34,1,1,1,1,5,0,5,0,1,2,0,0,1,4,3,4,4,1,0,0,42,8,13,13,0,15,22,11,11,2,2,2,1,56,0,5,5,5,4,0
16,1,1,1,1,3,0,3,0,4,0,0,0,0,4,1,4,4,0,0,4,22,6,7,4,0,5,9,5,4,1,1,1,1,50,0,4,4,4,4,0
115,3,3,4,2,16,1,14,0,1,1,0,0,9,4,5,4,4,1,2,1,141,18,47,47,13,54,77,33,44,5,5,7,2,73,0.11,14,14,17,9,1
12,1,1,1,1,2,0,2,0,1,0,0,0,8,1,0,1,1,1,0,0,52,11,10,0,29,8,9,9,0,1,1,1,1,100,2.42,1,1,1,1,1
40,1,1,1,1,4,0,4,0,1,5,0,0,0,9,2,9,9,0,0,9,101,11,14,14,50,16,27,13,14,2,2,2,1,38,1.25,11,11,11,9,0
6,1,1,1,1,2,0,2,0,1,0,0,0,2,1,0,1,1,1,0,0,16,4,4,0,6,2,3,3,0,1,1,1,1,100,1,1,1,1,1,0
57,1,1,1,1,7,0,7,0,1,1,0,0,0,7,4,7,13,0,0,6,77,8,14,32,12,34,45,13,32,3,3,3,2,42,0.21,11,11,11,7,0
25,1,1,1,1,4,0,4,0,1,1,0,0,0,5,3,5,11,0,0,5,31,6,10,10,0,14,19,9,10,1,1,1,2,46,0,5,5,5,5,0
5,1,1,1,1,2,0,2,0,1,0,0,0,1,1,0,1,1,1,0,0,10,1,3,0,4,1,2,2,0,1,1,1,1,100,0.8,1,1,1,1,0
47,3,3,3,1,15,1,13,0,1,7,0,0,1,3,4,3,3,0,0,1,60,11,14,23,2,22,31,9,22,6,6,7,2,40,0.04,9,9,10,3,1
29,1,1,1,1,5,0,5,0,1,0,0,0,8,3,0,3,3,0,0,2,34,5,14,11,0,12,15,11,4,1,1,1,2,62,0,3,3,3,3,1
47,1,1,1,1,7,0,7,0,1,2,0,0,1,5,0,5,44,0,0,5,52,5,17,21,0,16,24,10,14,1,1,1,2,60,0,5,5,5,5,1
22,3,3,3,3,10,0,10,0,1,3,0,1,0,1,0,2,17,1,0,1,28,4,6,9,2,8,14,5,9,5,5,6,2,0,0.09,6,6,7,6,0
72,2,2,2,1,10,0,10,0,3,9,0,0,0,6,8,6,6,3,0,3,81,7,21,38,2,40,52,17,35,3,3,4,1,64,0.03,12,12,13,6,0
53,2,2,2,1,9,0,9,0,1,1,0,1,1,1,0,2,2,1,0,1,56,3,8,38,1,39,44,6,38,4,4,4,1,50,0.02,5,5,5,2,0
66,5,5,6,1,22,0,21,0,1,14,0,0,0,3,1,3,11,0,0,3,74,6,13,36,2,30,44,12,32,11,11,15,2,0,0.03,16,16,20,5,1
6,1,1,1,1,5,0,5,0,1,2,0,0,0,1,0,1,11,0,0,1,7,1,2,3,0,3,4,1,3,1,1,1,3,0,0,1,1,1,1,1
7,1,1,1,1,5,0,5,0,1,2,0,0,0,1,0,1,11,0,0,1,9,2,2,3,0,3,4,1,3,1,1,1,3,0,0,1,1,1,1,0
27,1,1,1,1,6,0,5,0,1,0,0,0,0,4,1,4,4,0,0,3,34,5,12,9,2,9,15,8,7,3,3,3,2,50,0.07,6,6,6,4,0
14,1,1,1,1,3,0,3,0,1,0,0,0,0,3,2,3,3,1,0,0,17,3,6,4,0,6,9,5,4,1,1,1,1,33,0,3,3,3,3,0
6,1,1,1,1,5,0,5,0,1,2,0,0,0,1,0,1,11,0,0,1,7,1,2,3,0,3,4,1,3,1,1,1,3,0,0,1,1,1,1,0
